"","region","district","year","pop"
"4067","Greater Accra","Ga West",2004,119959.981784046
"4068","Oti","Krachi West",2004,38794.8645654023
"4069","Oti","Krachi Nchumuru",2004,67594.8703756779
"4070","Volta","Agortime-Ziope",2004,15501.0498130172
"4071","Volta","Adaklu",2004,29224.5902771056
"4072","Volta","Akatsi South",2004,79633.2958671451
"4073","Volta","Akatsi North",2004,24305.4756707847
"4074","Volta","Ho",2004,141297.726430804
"4075","Volta","Hohoe",2004,69182.3721774518
"4076","Volta","Ho West",2004,89501.3885339722
"4077","Volta","Afadjato South",2004,81131.0360335112
"4078","Volta","North Dayi",2004,37917.3523070216
"4079","Volta","Kpando",2004,44827.4862241298
"4080","Volta","North Tongu",2004,74752.6621544436
"4081","Volta","Central Tongu",2004,60343.2381123602
"4082","Eastern","Nsawam-Adoagyiri",2004,62646.5782428384
"4083","Greater Accra","Ga Central",2004,78471.964195013
"4084","Eastern","Akwapim South",2004,51242.7611768842
"4085","Eastern","Denkyembour",2004,84760.7438159585
"4086","Eastern","Kwaebibirem",2004,101760.805811629
"4087","Eastern","Afram Plains South",2004,97113.3445633464
"4088","Eastern","Kwahu North",2004,69204.2863927335
"4089","Eastern","Suhum",2004,83173.7785010934
"4090","Eastern","Ayensuano",2004,85838.1382482946
"4091","Eastern","East Akim - Abuakwa South",2004,64820.0133708715
"4092","Eastern","Upper West Akim",2004,79753.6134319901
"4093","Eastern","West Akim",2004,94684.8403677642
"4094","Bono","Dormaa West",2004,29696.5676077306
"4095","Upper West","Nadowli-Kaleo",2004,45415.5800337195
"4096","Upper West","Daffiama-Bussie-Issa",2004,41028.072003141
"4097","Upper West","Lawra",2004,51934.6851837635
"4098","Upper West","Nandom",2004,40789.3440701962
"4099","Upper East","Talensi",2004,76021.8352458179
"4100","Upper East","Nabdam",2004,24048.4521890134
"4101","Upper East","Builsa South",2004,41411.4413736612
"4102","Upper East","Builsa North",2004,41425.3034343496
"4103","Upper East","Binduri",2004,67617.7046643496
"4104","Upper East","Pusiga",2004,38819.4623824358
"4105","Upper East","Bawku Municipal",2004,67160.134144187
"4106","Savannah","West Gonja",2004,42926.2876224741
"4107","Northern","Mion",2004,78620.0293245167
"4108","Northern","Yendi",2004,76394.6435606927
"4109","Northern","Tolon",2004,64055.874695491
"4110","Northern","Kumbungu",2004,60154.4365520924
"4111","Northern East","West Mamprusi",2004,106035.173059098
"4112","Northern East","Mamprugu-Moagduri",2004,34725.9979694448
"4113","Northern","Zabzugu",2004,58098.2647242919
"4114","Northern","Tatale-Sangule",2004,35804.7950130105
"4115","Bono East","Sene East",2004,48756.5676507987
"4116","Bono East","Sene West",2004,48296.2505703196
"4117","Ahafo","Asutifi North",2004,52512.2436865568
"4118","Ashanti","Ahafo Ano North",2004,85991.5305206478
"4119","Ahafo","Asutifi South",2004,39934.8449514955
"4120","Bono East","Techiman Municipal",2004,121940.503100112
"4121","Savannah","North Gonja",2004,39093.3438486792
"4122","Greater Accra","Tema West",2004,134630.621537209
"4123","Greater Accra","Ashaiman",2004,63967.3966302872
"4124","Greater Accra","Kpone-Katamanso",2004,154203.68940118
"4125","Upper East","Tempane",2004,71616.3419871926
"4126","Upper East","Bolgatanga East",2004,29190.6122916937
"4127","Northern East","Bunkpurugu -Nakpanduri",2004,61087.3831076026
"4128","Savannah","North-East Gonja",2004,40873.1602232493
"4129","Northern","Nanton",2004,33279.510948509
"4130","Bono","Berekum West",2004,42459.4214047492
"4131","Bono East","Pru",2004,53512.8230872415
"4132","Eastern","Fanteakwa South",2004,31925.8535296917
"4133","Eastern","New Juaben South",2004,78545.262282908
"4134","Eastern","Akwapim North",2004,71914.6199631989
"4135","Volta","Keta",2004,53484.6671800017
"4136","Ashanti","Adansi Akrofuom",2004,72794.5935529172
"4137","Ashanti","Adansi North",2004,49509.2576944232
"4138","Ashanti","Obuasi East",2004,80237.6468380392
"4139","Ashanti","Amansie West",2004,54947.6700691581
"4140","Ashanti","Atwima Nwabiagya North",2004,56664.1513715386
"4141","Ashanti","Oforikrom",2004,178095.624414444
"4142","Ashanti","Old Tafo",2004,75587.4605073929
"4143","Ashanti","Asokwa",2004,195139.571100235
"4144","Greater Accra","Ayawaso East",2004,41667.131187439
"4145","Greater Accra","Ayawaso North",2004,24165.0068435669
"4146","Greater Accra","Ayawaso Central",2004,68697.3465957642
"4147","Ashanti","Kwadaso",2004,183001.599934578
"4148","Ashanti","Suame",2004,120081.111361504
"4149","Ashanti","Asokore Mampong",2004,125892.019849777
"4150","Ashanti","Afigya Kwabre South",2004,84142.2841461897
"4151","Ashanti","Ejisu",2004,103365.632687271
"4152","Ashanti","Ahafo Ano South East",2004,45263.9708018005
"4153","Greater Accra","Korle-Klottey",2004,138596.151779175
"4154","Greater Accra","Ablekuma West",2004,79983.377532959
"4155","Greater Accra","Ablekuma Central",2004,117509.047489166
"4156","Greater Accra","Krowor",2004,70558.8347320557
"4157","Greater Accra","Ga North",2004,103047.747865677
"4158","Greater Accra","Weija-Gbawe",2004,134552.558945656
"4159","Greater Accra","Ablekuma North",2004,106129.336954117
"4160","Eastern","Birim south",2004,58733.8191538751
"4161","Eastern","Birim Central",2004,34186.8109101355
"4162","Eastern","Abuakwa North",2004,52322.8412710726
"4163","Eastern","Atiwa East",2004,49963.5902732611
"4164","Central","Awutu Senya East",2004,51205.202876091
"4165","Oti","Kadjebi",2004,48983.7964134216
"4166","Ashanti","Kumasi",2004,543227.217483759
"4167","Greater Accra","Tema",2004,78503.9063282013
"4168","Greater Accra","Ga South",2004,174740.553774536
"4169","Western","Sekondi-Takoradi",2004,222431.702676654
"4170","Western","Effia-Kwesimintsim",2004,124590.102811366
"4171","Northern","Sagnarigu",2004,141092.54403466
"4172","Northern","Tamale",2004,181906.66710899
"4173","Central","Cape Coast",2004,139346.453361034
"4174","Greater Accra","Accra Metro",2004,244179.172771454
"4175","Greater Accra","Okai Koi North",2004,129504.872739792
"4176","Oti","Guan District",2004,36633.6606014967
"4177","Greater Accra","Ledzokuku",2005,137193.934734344
"4178","Northern East","Chereponi",2005,45671.7055759206
"4179","Upper West","Wa Municipal",2005,69046.4444143847
"4180","Upper West","Jirapa",2005,66975.5878574774
"4181","Upper West","Sissala West",2005,27775.0252681747
"4182","Upper West","Lambussie",2005,46373.4740286693
"4183","Upper East","Bolgatanga Municipal",2005,97487.7943856269
"4184","Upper East","Bongo",2005,80986.079396069
"4185","Upper East","Kasena-Nankana West",2005,73605.5005098619
"4186","Upper West","Wa West",2005,65790.0770790353
"4187","Savannah","Sawla-Tuna-Kalba",2005,75304.6211549789
"4188","Upper West","Sissala East",2005,65874.1934223287
"4189","Upper East","Kasena-Nankana",2005,87989.0376361981
"4190","Northern East","Yunyoo-Nasuan",2005,48527.105932951
"4191","Upper East","Garu",2005,72513.0496260077
"4192","Northern East","East Mamprusi",2005,98542.9510044232
"4193","Upper East","Bawku West",2005,87185.188005656
"4194","Bono","Dormaa East",2005,51365.2641714066
"4195","Bono","Berekum",2005,65818.4580885172
"4196","Bono","Jaman South",2005,78106.9332462549
"4197","Bono","Sunyani West",2005,99995.6173535287
"4198","Ahafo","Asunafo North",2005,105990.06568782
"4199","Bono East","Nkoranza North",2005,60977.2476299107
"4200","Bono East","Kintampo South",2005,70090.1204822809
"4201","Ahafo","Tano North",2005,81344.2344987094
"4202","Volta","Ketu North",2005,101619.183449805
"4203","Volta","Ketu South",2005,141223.181127906
"4204","Volta","Anloga",2005,88708.18181777
"4205","Volta","South Tongu",2005,76813.3250353783
"4206","Oti","Jasikan",2005,35627.8932626098
"4207","Oti","Krachi East",2005,105902.984517984
"4208","Oti","Nkwanta South",2005,93783.5956695899
"4209","Ashanti","Afigya Kwabre North",2005,65475.8181394637
"4210","Ashanti","Atwima Kwanwoma",2005,88067.3962092996
"4211","Ashanti","Sekyere South",2005,76565.7720938623
"4212","Ashanti","Sekyere East",2005,31205.6648345888
"4213","Ashanti","Sekyere Central",2005,68150.1783016622
"4214","Ashanti","Offinso North",2005,52351.179947719
"4215","Ashanti","Offinso",2005,83367.1517323554
"4216","Greater Accra","Adentan",2005,61762.1187497377
"4217","Bono","Dormaa Municipal",2005,94602.3250049502
"4218","Ashanti","Ahafo Ano South West",2005,78501.5623865575
"4219","Ashanti","Bekwai",2005,128801.963569164
"4220","Ashanti","Bosomtwe",2005,86718.3295328319
"4221","Central","Ajumako-Enyan-Essiam",2005,112990.995229423
"4222","Central","Gomoa West",2005,86735.0828245282
"4223","Ashanti","Obuasi",2005,59055.3490715325
"4224","Ashanti","Kwabre East",2005,72785.851816237
"4225","Ashanti","Ejura-Sekyedumase",2005,83703.2702822387
"4226","Ashanti","Atwima Nwabiagya",2005,86223.4418891966
"4227","Ashanti","Atwima Mponua",2005,128422.833273843
"4228","Ashanti","Adansi South",2005,60955.0788870156
"4229","Ashanti","Adansi Asokwa",2005,60945.6579680294
"4230","Ashanti","Bosome Freho",2005,46698.5139571279
"4231","Ashanti","Asante Mampong",2005,83582.9302487224
"4232","Central","Agona West",2005,107661.856412709
"4233","Central","Agona East",2005,82009.7477245331
"4234","Central","Assin North",2005,81735.1889025271
"4235","Central","Assin South",2005,93442.1676247641
"4236","Central","Asikuma-Odoben-Brakwa",2005,98494.0044819117
"4237","Central","Efutu",2005,56892.789511025
"4238","Central","Gomoa East",2005,162966.123756111
"4239","Central","Abura-Asebu-Kwamankese",2005,102430.728938073
"4240","Western","Jomoro",2005,127243.856118642
"4241","Western","Ellembelle",2005,87629.5806910917
"4242","Western","Prestea-Huni Valley",2005,159142.978836194
"4243","Western","Ahanta West",2005,105639.951706693
"4244","Western","Nzema East",2005,56287.9165414572
"4245","Western","Tarkwa-Nsuaem",2005,82334.4970341548
"4246","Western North","Sefwi-Akontombra",2005,82323.0678750351
"4247","Eastern","Akyemansa",2005,74542.8898071647
"4248","Eastern","Kwahu South",2005,76607.3593459129
"4249","Eastern","Asene Manso Akroso",2005,59175.4185272455
"4250","Eastern","Upper Manya-Krobo",2005,72218.8265434802
"4251","Eastern","Achiase",2005,62665.8208642304
"4252","Eastern","Okere",2005,57073.8481262326
"4253","Eastern","Yilo-Krobo",2005,84385.592171222
"4254","Eastern","Atiwa West",2005,53533.9175639749
"4255","Eastern","New Juaben North",2005,76775.9975804687
"4256","Eastern","Fanteakwa North",2005,60507.4870636314
"4257","Eastern","Birim North",2005,71733.0926521122
"4258","Eastern","Asuogyaman",2005,85878.5079115331
"4259","Eastern","Kwahu East",2005,64029.08077842
"4260","Eastern","Kwahu West",2005,81671.5299387276
"4261","Western North","Bibiani-Anhwiaso-Bekwai",2005,115413.400031939
"4262","Central","Upper Denkyira East",2005,61946.9300216138
"4263","Ashanti","Amansie Central",2005,70755.9701470435
"4264","Ashanti","Amansie South",2005,69141.6274619251
"4265","Central","Upper Denkyira West",2005,60071.8257418871
"4266","Central","Komenda-Edna-Eguafo-Abirem",2005,127137.674719274
"4267","Western North","Sefwi-Wiawso",2005,133730.123581141
"4268","Ahafo","Asunafo South",2005,88416.6219532937
"4269","Bono East","Nkoranza South",2005,89380.3767749071
"4270","Savannah","Bole",2005,71122.0750503018
"4271","Eastern","Lower-Manya Krobo",2005,80825.934938997
"4272","Bono East","Kintampo North",2005,90141.8471400179
"4273","Bono East","Atebubu-Amanten",2005,95530.4124504775
"4274","Northern","Kpandai",2005,53693.4806590229
"4275","Oti","Nkwanta North",2005,58790.5823669732
"4276","Oti","Biakoye",2005,84917.6569588184
"4277","Savannah","Central Gonja",2005,73471.0908806063
"4278","Bono East","Pru West",2005,48111.7944695018
"4279","Northern","Savelugu",2005,77329.0738207549
"4280","Northern","Karaga",2005,78383.3119500503
"4281","Savannah","East Gonja",2005,107997.989713553
"4282","Volta","South Dayi",2005,40176.2855594754
"4283","Upper West","Wa East",2005,102543.542472132
"4284","Northern","Saboba",2005,57515.2483730763
"4285","Northern","Gushiegu",2005,74230.7001932003
"4286","Northern","Nanumba North",2005,77030.5200737789
"4287","Northern","Nanumba South",2005,107064.599103227
"4288","Bono","Wenchi",2005,77852.3602219224
"4289","Ahafo","Tano South",2005,51547.0822705925
"4290","Bono","Sunyani Municipal",2005,92343.6780102849
"4291","Ashanti","Asante Akim South",2005,106756.674554959
"4292","Greater Accra","Ada East",2005,59952.9236159921
"4293","Greater Accra","Shai-Osudoku",2005,48050.8660748601
"4294","Greater Accra","Ada West",2005,51272.131093055
"4295","Greater Accra","Ningo Prampram",2005,64919.0245029777
"4296","Bono East","Techiman North",2005,65441.7889155447
"4297","Bono","Banda",2005,32729.875866957
"4298","Bono","Jaman North",2005,83738.4430204779
"4299","Bono","Tain",2005,68404.4962681755
"4300","Ashanti","Sekyere Kumawu",2005,48120.2542559505
"4301","Ashanti","Sekyere Afram Plains",2005,59717.1138155647
"4302","Ashanti","Asante Akim North",2005,78996.0271619484
"4303","Ashanti","Asante Akim Central",2005,51894.5523270667
"4304","Ashanti","Juaben",2005,49027.7456282675
"4305","Greater Accra","La-Dade-Kotopon",2005,271491.506269455
"4306","Western North","Aowin",2005,101852.314871259
"4307","Western North","Suaman",2005,21344.5440791547
"4308","Western North","Bia East",2005,46016.5184364766
"4309","Western North","Bia West",2005,62756.6938768476
"4310","Western North","Bodi",2005,39206.5946617424
"4311","Western North","Juaboso",2005,63787.5091213286
"4312","Western","Shama",2005,112138.549350291
"4313","Western","Wassa East",2005,82150.5579813868
"4314","Western","Mpohor",2005,37296.1294095069
"4315","Western","Wassa Amenfi West",2005,66141.747670196
"4316","Western","Wassa Amenfi Central",2005,85697.0909435526
"4317","Central","Mfantsiman",2005,110930.476237953
"4318","Central","Ekumfi",2005,64412.4611114264
"4319","Central","Twifo-Hemang Lower Denkyira",2005,45162.1197120547
"4320","Central","Twifo-Ati-Mokwa",2005,67797.6852812767
"4321","Central","Awutu Senya",2005,96228.0117157102
"4322","Greater Accra","La-Nkwantanang-Madina",2005,84510.1954883337
"4323","Greater Accra","Ga East",2005,143943.209106445
"4324","Western","Wassa Amenfi East",2005,88197.3284283355
"4325","Central","Gomoa Central",2005,43214.0810521841
"4326","Central","Assin Foso",2005,50628.7642960548
"4327","Greater Accra","Ayawaso West",2005,282009.191766739
"4328","Greater Accra","Ga West",2005,124415.74173528
"4329","Oti","Krachi West",2005,41308.4667846411
"4330","Oti","Krachi Nchumuru",2005,68392.5722718984
"4331","Volta","Agortime-Ziope",2005,16383.7932022959
"4332","Volta","Adaklu",2005,28972.354994975
"4333","Volta","Akatsi South",2005,84412.1580989659
"4334","Volta","Akatsi North",2005,23034.0788012147
"4335","Volta","Ho",2005,149870.407760307
"4336","Volta","Hohoe",2005,71852.7014681399
"4337","Volta","Ho West",2005,89457.9500667527
"4338","Volta","Afadjato South",2005,84079.0213130116
"4339","Volta","North Dayi",2005,39587.5459171236
"4340","Volta","Kpando",2005,45039.4083160609
"4341","Volta","North Tongu",2005,76167.0715826452
"4342","Volta","Central Tongu",2005,60827.258323364
"4343","Eastern","Nsawam-Adoagyiri",2005,63106.2016052008
"4344","Greater Accra","Ga Central",2005,82101.1110413074
"4345","Eastern","Akwapim South",2005,51505.2551807761
"4346","Eastern","Denkyembour",2005,86272.2542645633
"4347","Eastern","Kwaebibirem",2005,101807.383618101
"4348","Eastern","Afram Plains South",2005,104940.861205544
"4349","Eastern","Kwahu North",2005,69407.3194853589
"4350","Eastern","Suhum",2005,84872.0198606849
"4351","Eastern","Ayensuano",2005,84104.7100839019
"4352","Eastern","East Akim - Abuakwa South",2005,64444.2086691558
"4353","Eastern","Upper West Akim",2005,80904.7865198851
"4354","Eastern","West Akim",2005,96934.0380378366
"4355","Bono","Dormaa West",2005,30481.2655896246
"4356","Upper West","Nadowli-Kaleo",2005,46013.3526040316
"4357","Upper West","Daffiama-Bussie-Issa",2005,41713.013082359
"4358","Upper West","Lawra",2005,49383.761796698
"4359","Upper West","Nandom",2005,45335.2299612612
"4360","Upper East","Talensi",2005,76337.7159029543
"4361","Upper East","Nabdam",2005,23554.2606107742
"4362","Upper East","Builsa South",2005,42351.5529972576
"4363","Upper East","Builsa North",2005,42290.6961760074
"4364","Upper East","Binduri",2005,69973.0033413768
"4365","Upper East","Pusiga",2005,39726.3228039145
"4366","Upper East","Bawku Municipal",2005,67713.5555627942
"4367","Savannah","West Gonja",2005,44088.0558508355
"4368","Northern","Mion",2005,82353.7774107605
"4369","Northern","Yendi",2005,79359.4548559487
"4370","Northern","Tolon",2005,62465.448608797
"4371","Northern","Kumbungu",2005,59828.4112034217
"4372","Northern East","West Mamprusi",2005,109980.371033438
"4373","Northern East","Mamprugu-Moagduri",2005,35996.3147713915
"4374","Northern","Zabzugu",2005,62509.1280797422
"4375","Northern","Tatale-Sangule",2005,35675.7533659637
"4376","Bono East","Sene East",2005,50339.4107315876
"4377","Bono East","Sene West",2005,50351.3487407863
"4378","Ahafo","Asutifi North",2005,56411.3515168801
"4379","Ashanti","Ahafo Ano North",2005,88365.0632685125
"4380","Ahafo","Asutifi South",2005,38297.9634254873
"4381","Bono East","Techiman Municipal",2005,122139.95027861
"4382","Savannah","North Gonja",2005,39602.5847852379
"4383","Greater Accra","Tema West",2005,138342.843531609
